product_id,name,brand,sku,url,category,price,special_price,final_price,stock,is_parent,review_count,average_rating,cpu,chipset,ram,storage,display_size,display_resolution,battery,os,gpu,camera_primary,camera_secondary,camera_video,bluetooth,dimensions,weight,color,included_accessories,thumbnail,image_url,description,attributes_json
116688,Laptop MSI Cyborg 15 A13UC-2082VN,MSI,laptop-msi-cyborg-15-a13uc-2082vn,https://cellphones.com.vn/laptop-msi-cyborg-15-a13uc-2082vn.html,"Laptop, MSI, Laptop Gaming, Laptop đồ họa, Laptop 15.6 inch, Laptop Core i7 , MSI Gaming, MSI Cyborg, MSI Cyborg 15",30690000,26490000,26490000,65,True,0,0,"Intel Core i7-13620H Gen 13th (10 lõi / 16 luồng, 24MB Cache)",,16GB,512GB,15.6 inches,1920 x 1080 pixels (FullHD),3 Cells 53.5 Whrs,Windows 11 Home,RTX 3050,,,,Bluetooth v5.3,359.36 x 250.34 x 21.95 mm (Dài x Rộng x Dày),1.98 kg,,"Bộ nguồn, máy, balo, sách hdsd",/t/e/text_d_i_7_126.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_7_126.png,"Laptop MSI Cyborg 15 A13UC-2082VN; CPU: Intel Core i7-13620H Gen 13th (10 lõi / 16 luồng, 24MB Cache); RAM: 16GB; Luu tru: 512GB; Man hinh: 15.6 inches; Do phan giai: 1920 x 1080 pixels (FullHD); Pin: 3 Cells 53.5 Whrs; HDH: Windows 11 Home; Bluetooth: Bluetooth v5.3; Kich thuoc: 359.36 x 250.34 x 21.95 mm (Dài x Rộng x Dày); Gia: 30,690,000 VND","{""additional_information"": ""I7-13620H/16GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD 144HZ/WIN11/ĐEN/BALO"", ""ads_base_image"": ""/t/e/text_ng_n_3__9_26.png"", ""bao_hanh_1_doi_1"": true, ""basic"": [], ""battery"": ""3 Cells 53.5 Whrs"", ""bluetooth"": ""Bluetooth v5.3"", ""change_layout_preorder"": ""Liên hệ CSKH"", ""cpu"": ""Intel Core i7-13620H Gen 13th (10 lõi / 16 luồng, 24MB Cache)"", ""dimensions"": ""359.36 x 250.34 x 21.95 mm (Dài x Rộng x Dày)"", ""display_resolution"": ""1920 x 1080 pixels (FullHD)"", ""display_size"": ""15.6 inches"", ""fe_minimum_down_payment"": ""0.1"", ""flash_sale_from"": ""2019-01-01 00:00:00"", ""flash_sale_price"": ""0.0000"", ""full_by_group"": [], ""hc_maximum_down_payment"": ""0.7"", ""hc_minimum_down_payment"": ""0.3"", ""hdd_sdd"": ""512GB"", ""id"": 116688, ""image"": ""/t/e/text_d_i_7_126.png"", ""included_accessories"": ""Bộ nguồn, máy, balo, sách hdsd"", ""is_imported"": true, ""key_selling_points"": ""<ul><li>Laptop MSI Cyborg 15 A13UC-2082VN l&agrave; lựa chọn tuyệt vời cho game thủ v&agrave; người s&aacute;ng tạo nội dung.</li><li>Với vi xử l&yacute; Intel Core i7-13620H, 16GB RAM v&agrave; ổ cứng 512GB PCIe, m&aacute;y đảm bảo hiệu suất mạnh mẽ cho mọi t&aacute;c vụ.</li><li>M&agrave;n h&igrave;nh 15.6 inch FHD với tốc độ l&agrave;m mới 144Hz mang đến trải nghiệm h&igrave;nh ảnh mượt m&agrave; v&agrave; sống động.</li><li>Card đồ họa RTX 3050 với 4GB VRAM cung cấp hiệu suất đồ họa ấn tượng, l&yacute; tưởng cho c&aacute;c tr&ograve; chơi hiện đại.</li></ul>"", ""laptop_bao_mat"": ""Kensington Lock"", ""laptop_bottom_case"": ""Nhựa"", ""laptop_camera_webcam"": ""HD type (30fps@720p)"", ""laptop_cong_nghe_am_thanh"": ""Nahimic 3 Audio Enhancer, Hi-Res Audio Ready"", ""laptop_cpu"": ""Intel Core i7"", ""laptop_filter_gpu"": ""RTX 3050"", ""laptop_filter_tac_vu_su_dung"": ""Đồ hoạ 3D, chỉnh sửa video"", ""laptop_loai_den_ban_phim"": ""Single Backlit Keyboard (Blue)"", ""laptop_loai_ram"": ""DDR5 5600"", ""laptop_nganh_hoc"": ""Lập trình , Đồ hoạ"", ""laptop_ram"": ""16GB"", ""laptop_resolution_filter"": ""Full HD"", ""laptop_screen_size_filter"": ""Trên 15 inch"", ""laptop_so_khe_ram"": ""2 khe (1 x 16GB, nâng tối đa 64GB)"", ""laptop_special_feature"": ""Wi-Fi 6"", ""laptop_tam_nen_man_hinh"": ""Tấm nền IPS"", ""laptop_tan_so_quet"": ""144 Hz"", ""laptop_top_case"": ""Nhựa"", ""laptop_vga_filter"": ""NVIDIA GeForce Series"", ""laptop_vo_man_hinh"": ""Nhựa"", ""loaisp"": ""Chính hãng"", ""macbook_anh_bao_mat"": ""no_selection"", ""macbook_anh_dong_chip"": ""no_selection"", ""manufacturer"": ""MSI"", ""meta_image"": ""/t/e/text_d_i_7_126.png"", ""meta_title"": ""Laptop MSI Cyborg 15 A13UC-2082VN | Giá rẻ, trả góp 0%"", ""mobile_accessory_type"": ""-"", ""msrp_display_actual_price_type"": ""4"", ""msrp_enabled"": ""2"", ""nhu_cau_su_dung"": ""Đồ họa - Kỹ thuật, Gaming"", ""o_cung_laptop"": ""512GB NVMe PCIe Gen4 (Max 4TB)"", ""options_container"": ""container2"", ""os_version"": ""Windows 11 Home"", ""ports_slots"": ""Type-C (USB3.2 Gen1 / DisplayPort)<br> 2 x Type-A USB 3.2 Gen 1<br> 1x HDMI 2.1 (4K @ 60Hz)<br> Type-A USB 3.2 Gen 2"", ""product_condition"": ""Mới"", ""product_feed_type"": ""Normal"", ""product_id"": 116688, ""product_state"": ""Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất<br> Bảo hành pin và bộ sạc 12 tháng"", ""product_weight"": ""1.98 kg"", ""short_description"": ""<div class=\""cps-additional-note\"">\r\n<p>Ưu đ&atilde;i <span style=\""color: #ff0000;\"">TẾT \""ANt\""&nbsp;</span>từ ng&agrave;y <span style=\""color: #ff0000;\"">04.02 - 25.02</span>&nbsp;Giảm th&ecirc;m 5% tối đa 1 triệu (Nhận m&atilde; tại trang sản phẩm)</p>\r\n<p>Ng&agrave;y cuối chương tr&igrave;nh, chỉ &aacute;p dụng thanh to&aacute;n online 100% hoặc thanh to&aacute;n tại cửa h&agrave;ng</p>\r\n</div>"", ""short_description_hidden_time"": ""2026-02-25 00:00:00"", ""short_description_show_time"": ""2026-02-03 00:00:00"", ""sim_special_group"": ""GỌI THẢ GA, DATA KHỦNG"", ""small_image"": ""/t/e/text_d_i_7_126.png"", ""smember_sms"": ""SMS"", ""status"": true, ""tag_sforum"": ""msi-cyborg-15"", ""tax_vat"": true, ""tien_coc"": ""500000.0000"", ""title_price"": ""Giá chính thức"", ""url_key"": ""laptop-msi-cyborg-15-a13uc-2082vn"", ""url_path"": ""laptop-msi-cyborg-15-a13uc-2082vn.html"", ""use_smd_colorswatch"": true, ""vga"": ""NVIDIA GeForce RTX 3050 4GB <br>Intel UHD Graphics"", ""warranty_information"": ""Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. "", ""wlan"": ""Intel Wi-Fi 6E AX211""}"
122978,Laptop ASUS VivoBook 14 X1407CA-LY008W,ASUS,laptop-asus-vivobook-14-x1407ca-ly008w,https://cellphones.com.vn/laptop-asus-vivobook-14-x1407ca-ly008w.html,"Laptop, ASUS, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, Laptop AI, Vivobook, Laptop Asus AI",25990000,21390000,21390000,413,True,1,5,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)",,16GB,512GB,14 inches,1920 x 1200 pixels (WUXGA),"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,,,,,Bluetooth 5.2,31.52 x 22.34 x 1.79 ~ 1.99 cm (Dài x Rộng x Dày),1.46 kg,,"Bộ nguồn, máy, sách hdsd",/t/e/text_ng_n_4__10_30.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__10_30.png,"Laptop ASUS VivoBook 14 X1407CA-LY008W; CPU: Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng); RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 42WHrs, 3S1P, 3-cell Li-ion; HDH: Windows 11 Home; Bluetooth: Bluetooth 5.2; Kich thuoc: 31.52 x 22.34 x 1.79 ~ 1.99 cm (Dài x Rộng x Dày); Gia: 25,990,000 VND","{""additional_information"": ""U5-225H/16GB/512GB PCIE/14.0 WUXGA/WIN11/BẠC"", ""ads_base_image"": ""/s/s/ssss_2_24_1.png"", ""bao_hanh_1_doi_1"": true, ""basic"": [], ""battery"": ""42WHrs, 3S1P, 3-cell Li-ion"", ""bluetooth"": ""Bluetooth 5.2"", ""change_layout_preorder"": ""Liên hệ CSKH"", ""cpu"": ""Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)"", ""dimensions"": ""31.52 x 22.34 x 1.79 ~ 1.99 cm (Dài x Rộng x Dày)"", ""display_resolution"": ""1920 x 1200 pixels (WUXGA)"", ""display_size"": ""14 inches"", ""display_type"": ""Màn hình chống chói<br>Độ phủ màu 45% NTSC<br>Độ sáng 300nits"", ""flash_sale_from"": ""2019-01-01 00:00:00"", ""flash_sale_price"": ""0.0000"", ""full_by_group"": [], ""hdd_sdd"": ""512GB"", ""id"": 122978, ""image"": ""/t/e/text_ng_n_4__10_30.png"", ""included_accessories"": ""Bộ nguồn, máy, sách hdsd"", ""is_imported"": true, ""key_selling_points"": ""<ul><li>Laptop ASUS VivoBook 14 trang bị bộ vi xử l&yacute; Intel U5-225H, mang lại hiệu suất ổn định cho c&aacute;c t&aacute;c vụ văn ph&ograve;ng v&agrave; học tập.</li><li>Với 16GB RAM, m&aacute;y hỗ trợ đa nhiệm mượt m&agrave;, gi&uacute;p bạn dễ d&agrave;ng xử l&yacute; nhiều ứng dụng c&ugrave;ng l&uacute;c m&agrave; kh&ocirc;ng gặp rắc rối.</li><li>Ổ cứng 512GB PCIe cung cấp kh&ocirc;ng gian lưu trữ đủ lớn v&agrave; tốc độ truy xuất nhanh, tối ưu h&oacute;a quy tr&igrave;nh l&agrave;m việc.</li><li>M&agrave;n h&igrave;nh 14.0 inch WUXGA mang đến h&igrave;nh ảnh sắc n&eacute;t v&agrave; r&otilde; r&agrave;ng, kết hợp với thiết kế m&agrave;u bạc thanh lịch, l&agrave; lựa chọn l&yacute; tưởng cho người d&ugrave;ng.</li></ul>"", ""laptop_bao_mat"": ""McAfee (phần mềm bảo mật)<br> Bảo vệ bằng mật khẩu người dùng khi khởi động BIOS<br> Mô-đun nền tảng tin cậy TPM (Firmware TPM)"", ""laptop_bottom_case"": ""Nhựa"", ""laptop_camera_webcam"": ""Camera FHD với chức năng hồng ngoại hỗ trợ Windows Hello; Có màn che bảo mật"", ""laptop_chat_lieu"": ""Vỏ nhựa"", ""laptop_cong_nghe_ai_filter"": ""Copilot"", ""laptop_cong_nghe_am_thanh"": ""SonicMaster<br> Loa tích hợp<br> Microphone mảng tích hợp"", ""laptop_cpu"": ""Intel Core U5"", ""laptop_filter_tac_vu_su_dung"": ""Đồ hoạ 2D, edit hình ảnh"", ""laptop_loai_den_ban_phim"": ""Bàn phím Chiclet có đèn nền Với phím Copilot"", ""laptop_loai_ram"": ""DDR5 on board"", ""laptop_nganh_hoc"": ""Xã hội - kinh tế"", ""laptop_ram"": ""16GB"", ""laptop_resolution_filter"": ""WUXGA"", ""laptop_screen_size_filter"": ""Khoảng 14 inch"", ""laptop_special_feature"": ""Wi-Fi 6, Nhận diện khuôn mặt"", ""laptop_tam_nen_man_hinh"": ""Tấm nền IPS"", ""laptop_tan_so_quet"": ""60 Hz"", ""laptop_top_case"": ""Nhựa"", ""laptop_vga_filter"": ""Card Onboard"", ""laptop_vo_man_hinh"": ""Nhựa"", ""loaisp"": ""Chính hãng"", ""macbook_anh_bao_mat"": ""no_selection"", ""macbook_anh_dong_chip"": ""no_selection"", ""manufacturer"": ""ASUS"", ""meta_image"": ""/t/e/text_ng_n_4__10_30.png"", ""meta_title"": ""Laptop ASUS VivoBook 14 X1407CA-LY008W | Giá rẻ, trả góp 0%"", ""mobile_accessory_type"": ""-"", ""msrp_display_actual_price_type"": ""4"", ""msrp_enabled"": ""2"", ""nhu_cau_su_dung"": ""Học tập - Văn phòng, Mỏng nhẹ"", ""npu"": ""Intel AI Boost NPU up to 13TOPS"", ""o_cung_laptop"": ""512GB M.2 NVMe PCIe 4.0 SSD"", ""options_container"": ""container2"", ""os_version"": ""Windows 11 Home"", ""ports_slots"": ""2 x USB 3.2 Gen 1 Type-A (tốc độ truyền dữ liệu lên đến 5Gbps)<br> 2 x USB 3.2 Gen 1 Type-C (hỗ trợ xuất hình ảnh và cấp nguồn, tốc độ lên đến 5Gbps)<br> 1 x HDMI 1.4<br> 1 x Jack tai nghe / micro 3.5mm (combo)"", ""product_condition"": ""Mới"", ""product_feed_type"": ""Normal"", ""product_id"": 122978, ""product_state"": ""Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất<br> Bảo hành pin và bộ sạc 12 tháng"", ""product_weight"": ""1.46 kg"", ""short_description"": ""<div class=\""cps-additional-note\"">\r\n<p>Ưu đ&atilde;i <span style=\""color: #ff0000;\"">TẾT \""ANt\""&nbsp;</span>từ ng&agrave;y <span style=\""color: #ff0000;\"">04.02 - 25.02</span>&nbsp;Giảm th&ecirc;m 5% tối đa 1 triệu (Nhận m&atilde; tại trang sản phẩm)</p>\r\n<p>Ng&agrave;y cuối chương tr&igrave;nh, chỉ &aacute;p dụng thanh to&aacute;n online 100% hoặc thanh to&aacute;n tại cửa h&agrave;ng</p>\r\n</div>"", ""short_description_hidden_time"": ""2026-02-25 00:00:00"", ""short_description_show_time"": ""2026-02-03 00:00:00"", ""sim_special_group"": ""GỌI THẢ GA, DATA KHỦNG"", ""small_image"": ""/t/e/text_ng_n_4__10_30.png"", ""smember_sms"": ""SMS"", ""status"": true, ""tag_sforum"": ""asus-vivobook-14"", ""tax_vat"": true, ""tien_coc"": ""500000.0000"", ""title_price"": ""Giá chính thức"", ""url_key"": ""laptop-asus-vivobook-14-x1407ca-ly008w"", ""url_path"": ""laptop-asus-vivobook-14-x1407ca-ly008w.html"", ""use_smd_colorswatch"": true, ""vga"": ""Intel Graphics"", ""warranty_information"": ""Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. "", ""wlan"": ""Wi-Fi 6(802.11ax) (Dual band) 1*1""}"
110161,Laptop HP Omnibook 5 AI 16-AF1048TU BZ7Q9PA,HP,laptop-hp-omnibook-5-ai-16-af1048tu-bz7q9pa,https://cellphones.com.vn/laptop-hp-omnibook-5-ai-16-af1048tu-bz7q9pa.html,"Laptop, HP, Laptop Sinh viên, Laptop Văn phòng, Laptop 16 inch, HP Omnibook, HP Omnibook 5",27190000,25990000,25990000,99,True,0,0,Intel Core Ultra 5 225U (12 lõi) - Max Turbo Frequency: 4. 80 GHz,,16GB,512GB,16 inches,1920 x 1200 pixels (WUXGA),3 Cell Int (59.16Wh) ,Windows 11 Home Single Language 64-bit + Office Home 2024,,,,,Bluetooth 5.3,35.77 x 25.48 x 1.79 cm (Dài x Rộng x Dày),1.725 kg,,"Bộ nguồn, máy, sách hdsd",/g/r/group_744_1_42.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_744_1_42.png,"Laptop HP Omnibook 5 AI 16-AF1048TU BZ7Q9PA; CPU: Intel Core Ultra 5 225U (12 lõi) - Max Turbo Frequency: 4. 80 GHz; RAM: 16GB; Luu tru: 512GB; Man hinh: 16 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 3 Cell Int (59.16Wh) ; HDH: Windows 11 Home Single Language 64-bit + Office Home 2024; Bluetooth: Bluetooth 5.3; Kich thuoc: 35.77 x 25.48 x 1.79 cm (Dài x Rộng x Dày); Gia: 27,190,000 VND","{""additional_information"": ""U5-225U/16GB/512GB PCIE/16.0 WUXGA/WIN11 + OFFICE/BẠC"", ""ads_base_image"": ""/t/e/text_ng_n_2__10_20.png"", ""bao_hanh_1_doi_1"": true, ""basic"": [], ""battery"": ""3 Cell Int (59.16Wh) "", ""bluetooth"": ""Bluetooth 5.3"", ""change_layout_preorder"": ""Liên hệ CSKH"", ""cpu"": ""Intel Core Ultra 5 225U (12 lõi) - Max Turbo Frequency: 4. 80 GHz"", ""dimensions"": ""35.77 x 25.48 x 1.79 cm (Dài x Rộng x Dày)"", ""display_resolution"": ""1920 x 1200 pixels (WUXGA)"", ""display_size"": ""16 inches"", ""display_type"": ""Màn hình chống chói"", ""fe_minimum_down_payment"": ""0.1"", ""flash_sale_from"": ""2019-01-01 00:00:00"", ""flash_sale_price"": ""0.0000"", ""full_by_group"": [], ""hc_maximum_down_payment"": ""0.7"", ""hc_minimum_down_payment"": ""0.3"", ""hdd_sdd"": ""512GB"", ""id"": 110161, ""image"": ""/g/r/group_744_1_42.png"", ""included_accessories"": ""Bộ nguồn, máy, sách hdsd"", ""is_imported"": true, ""key_selling_points"": ""<ul><li>Laptop mang đến hiệu suất vượt trội với vi xử l&yacute; U5-225U, 16GB RAM v&agrave; ổ cứng 512GB PCIe, ho&agrave;n hảo cho cả c&ocirc;ng việc lẫn giải tr&iacute;.</li><li>M&agrave;n h&igrave;nh 16.0 inch WUXGA cung cấp h&igrave;nh ảnh sắc n&eacute;t v&agrave; sống động, gi&uacute;p bạn thoải m&aacute;i l&agrave;m việc v&agrave; xem phim.</li><li>Chạy tr&ecirc;n hệ điều h&agrave;nh Windows 11 v&agrave; đi k&egrave;m Microsoft Office, thiết bị n&agrave;y l&agrave; lựa chọn l&yacute; tưởng cho học tập v&agrave; c&ocirc;ng việc văn ph&ograve;ng.</li><li>Với thiết kế bạc tinh tế, HP Omnibook kh&ocirc;ng chỉ mạnh mẽ m&agrave; c&ograve;n phong c&aacute;ch, ph&ugrave; hợp với mọi m&ocirc;i trường sử dụng.</li></ul>"", ""laptop_bao_mat"": ""Nhận dạng khuôn mặt, Mật khẩu quản trị viên, Mật khẩu bật nguồn, fTPM 2.0, Tiện ích ổ cứng"", ""laptop_camera_webcam"": ""Camera IR HP True Vision FHD (màn trập riêng tư) với micrô mảng"", ""laptop_cong_nghe_am_thanh"": ""Realtek High Definition Audio"", ""laptop_cpu"": ""Intel Core U5"", ""laptop_filter_tac_vu_su_dung"": ""Đồ hoạ 2D, edit hình ảnh"", ""laptop_loai_den_ban_phim"": ""Bàn phím kích thước đầy đủ với bàn phím số, 6 hàng phím đa phương tiện, phím Fn, bàn phím có đèn nền <br> Bàn di chuột hỗ trợ cử chỉ bốn ngón tay"", ""laptop_loai_ram"": ""LPDDR5X/ 7467MHz Onboard"", ""laptop_nganh_hoc"": ""Xã hội - kinh tế"", ""laptop_ram"": ""16GB"", ""laptop_resolution_filter"": ""WUXGA"", ""laptop_screen_size_filter"": ""Trên 15 inch"", ""laptop_special_feature"": ""Wi-Fi 6, Nhận diện khuôn mặt"", ""laptop_tam_nen_man_hinh"": ""Tấm nền IPS"", ""laptop_vga_filter"": ""Card Onboard"", ""loaisp"": ""Chính hãng"", ""macbook_anh_bao_mat"": ""no_selection"", ""macbook_anh_dong_chip"": ""no_selection"", ""manufacturer"": ""HP"", ""meta_image"": ""/g/r/group_744_1_42.png"", ""meta_title"": ""Laptop HP Omnibook 5 AI 16-AF1048TU BZ7Q9PA | Giá rẻ, trả góp 0%"", ""mobile_accessory_type"": ""-"", ""msrp_display_actual_price_type"": ""4"", ""msrp_enabled"": ""2"", ""nhu_cau_su_dung"": ""Học tập - Văn phòng"", ""npu"": ""Intel AI  Boost"", ""o_cung_laptop"": ""512GB SSD PCIe (M.2 2280)"", ""options_container"": ""container2"", ""os_version"": ""Windows 11 Home Single Language 64-bit + Office Home 2024"", ""ports_slots"": ""1 x USB 3.2 Gen 1 Type-A<br> 1 x USB 3.2 Gen 2 Type-A<br> 2 x USB 3.2 Gen 2 Type-C (hỗ trợ Power Delivery/DisplayPort/HP Sleep and Charge)<br> 1 x HDMI<br> 1 x Giắc cắm âm thanh kết hợp tai nghe/micrô"", ""product_condition"": ""Mới"", ""product_feed_type"": ""Normal"", ""product_id"": 110161, ""product_state"": ""Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất<br> Bảo hành pin và bộ sạc 12 tháng"", ""product_weight"": ""1.725 kg"", ""short_description"": ""<div class=\""cps-additional-note\"">\r\n<p>Ưu đ&atilde;i <span style=\""color: #ff0000;\"">TẾT \""ANt\""&nbsp;</span>từ ng&agrave;y <span style=\""color: #ff0000;\"">04.02 - 25.02</span>&nbsp;Giảm th&ecirc;m 5% tối đa 1 triệu (Nhận m&atilde; tại trang sản phẩm)</p>\r\n<p>Ng&agrave;y cuối chương tr&igrave;nh, chỉ &aacute;p dụng thanh to&aacute;n online 100% hoặc thanh to&aacute;n tại cửa h&agrave;ng</p>\r\n</div>"", ""short_description_hidden_time"": ""2026-02-25 00:00:00"", ""short_description_show_time"": ""2026-02-03 00:00:00"", ""sim_special_group"": ""GỌI THẢ GA, DATA KHỦNG"", ""small_image"": ""/g/r/group_744_1_42.png"", ""smember_sms"": ""SMS"", ""status"": true, ""tag_sforum"": ""hp-omnibook"", ""tax_vat"": true, ""tien_coc"": ""500000.0000"", ""title_price"": ""Giá chính thức"", ""url_key"": ""laptop-hp-omnibook-5-ai-16-af1048tu-bz7q9pa"", ""url_path"": ""laptop-hp-omnibook-5-ai-16-af1048tu-bz7q9pa.html"", ""use_smd_colorswatch"": true, ""vga"": ""Intel Graphics"", ""warranty_information"": ""Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. "", ""wlan"": ""802.11 ax""}"
