product_id,name,brand,sku,url,category,price,special_price,final_price,stock,is_parent,review_count,average_rating,cpu,chipset,ram,storage,display_size,display_resolution,battery,os,gpu,camera_primary,camera_secondary,camera_video,bluetooth,dimensions,weight,color,included_accessories,thumbnail,image_url,description,discount_percent
106426,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 256GB | Chính hãng Apple Việt Nam,Apple,apple-macbook-air-13-m4-10cpu-10gpu-24gb-256gb-2025,https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-10gpu-24gb-256gb-2025.html,"Laptop, Mac, Laptop Sinh viên, Laptop đồ họa, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 13 inch , MacBook Air, Macbook M4",35990000,34990000,34990000,1,True,0,0,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện ,,24GB,256GB,13.6 inches,2560 x 1664 pixels,Thời gian xem video trực tuyến lên đến 18 giờ<br>Thời gian duyệt web trên mạng không dây lên đến 15 giờ<br>Pin Li-Po 53.8 watt‑giờ tích hợp,macOS,,,,,Bluetooth 5.3,Cao: 1.13 cm x  Rộng: 30.41 cm x Dài: 21.5 cm,1.24 kg,"Xanh da trời, Đêm xanh thẳm",MacBook Air<br> Bộ Tiếp Hợp Nguồn USB-C<br> Cáp USB-C sang MagSafe 3 (2 m),/m/a/macbook_11_3.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_11_3.png,"MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 256GB | Chính hãng Apple Việt Nam; CPU: CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện ; RAM: 24GB; Luu tru: 256GB; Man hinh: 13.6 inches; Do phan giai: 2560 x 1664 pixels; Pin: Thời gian xem video trực tuyến lên đến 18 giờ<br>Thời gian duyệt web trên mạng không dây lên đến 15 giờ<br>Pin Li-Po 53.8 watt‑giờ tích hợp; HDH: macOS; Bluetooth: Bluetooth 5.3; Kich thuoc: Cao: 1.13 cm x  Rộng: 30.41 cm x Dài: 21.5 cm; Gia: 35,990,000 VND",2.78
121205,Laptop Dell 15 DC15250 71084746,Dell,laptop-dell-15-dc15250-71084746,https://cellphones.com.vn/laptop-dell-15-dc15250-71084746.html,"Laptop, Dell, Laptop Sinh viên, Laptop Văn phòng, Laptop 15.6 inch, Laptop core i5, Dell 15",22990000,20490000,20490000,665,True,0,0,Intel Core i5-1334U,,16GB,512GB,15.6 inches,1920 x 1080 pixels (FullHD),"3-cell, 41Wh lithium-polymer","Windows 11 Home +  Microsoft Office Home 2024 + Microsoft 365 Basic (1 năm) + McAfee LiveSafe (1 năm, 5 thiết bị)",,,,,Bluetooth 5.v,358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày),1.66 kg,Bạc,"Bộ nguồn, máy, sách hdsd",/g/r/group_744_1_117_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_744_1_117_1.png,"Laptop Dell 15 DC15250 71084746; CPU: Intel Core i5-1334U; RAM: 16GB; Luu tru: 512GB; Man hinh: 15.6 inches; Do phan giai: 1920 x 1080 pixels (FullHD); Pin: 3-cell, 41Wh lithium-polymer; HDH: Windows 11 Home +  Microsoft Office Home 2024 + Microsoft 365 Basic (1 năm) + McAfee LiveSafe (1 năm, 5 thiết bị); Bluetooth: Bluetooth 5.v; Kich thuoc: 358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày); Gia: 22,990,000 VND",10.87
121023,Laptop HP Omnibook X Flip 14-FK0092AU BZ7P5PA,HP,laptop-hp-omnibook-x-flip-14-fk0092au-bz7p5pa-ryzen-ai-5,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fk0092au-bz7p5pa-ryzen-ai-5.html,"Laptop, HP, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop cảm ứng, Laptop 14 inch, Laptop AI, Laptop Copilot+ PC, HP Omnibook, HP Omnibook X",30990000,29990000,29990000,27,True,0,0,AMD Ryzen AI 5 340 (6 x 2.00 GHz) - Max. Boost Clock: Up to 4.80 GHz,,16GB,512GB,14 inches,1920 x 1200 pixels (WUXGA),3 Cell Int (59.16Wh),Windows 11 Home Single Language 64-bit + Office Home 2024,AMD Radeon RX,,,,Bluetooth 5.3,31.3 x 21.85 x 1.46 cm (Dài x Rộng x Dày),1.526 kg,Bạc,"Bộ nguồn, máy, sách hdsd",/g/r/group_906_1_.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_906_1_.png,"Laptop HP Omnibook X Flip 14-FK0092AU BZ7P5PA; CPU: AMD Ryzen AI 5 340 (6 x 2.00 GHz) - Max. Boost Clock: Up to 4.80 GHz; RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 3 Cell Int (59.16Wh); HDH: Windows 11 Home Single Language 64-bit + Office Home 2024; Bluetooth: Bluetooth 5.3; Kich thuoc: 31.3 x 21.85 x 1.46 cm (Dài x Rộng x Dày); Gia: 30,990,000 VND",3.23
117288,Laptop Lenovo Legion 5 15IRX10 83LY00HRVN,Lenovo,laptop-lenovo-legion-5-15irx10-83ly00hrvn,https://cellphones.com.vn/laptop-lenovo-legion-5-15irx10-83ly00hrvn.html,"Laptop, Lenovo, Laptop Gaming, Laptop đồ họa, Laptop 15.6 inch, Laptop Core i7 , Laptop AI, Gaming, Laptop Lenovo AI, Lenovo Legion",47490000,42990000,42990000,52,True,0,0,"Intel Core i7-13650HX, 14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",,16GB,512GB,15.3 inches,1920 x 1200 pixels (WUXGA),"80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",RTX 5050,,,,Bluetooth 5.2,344.9 x 255.35 x 22.50-23.99 mm (Dài x Rộng x Dày),2.1 kg,Đen,"Bộ nguồn, máy, sách hdsd",/g/r/group_902_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_902_1.png,"Laptop Lenovo Legion 5 15IRX10 83LY00HRVN; CPU: Intel Core i7-13650HX, 14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB; RAM: 16GB; Luu tru: 512GB; Man hinh: 15.3 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 80Wh, 245W Slim Tip (3-pin); HDH: Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now; Bluetooth: Bluetooth 5.2; Kich thuoc: 344.9 x 255.35 x 22.50-23.99 mm (Dài x Rộng x Dày); Gia: 47,490,000 VND",9.48
119219,Laptop HP OmniBook 7 14-FR0033TU C1MN2PA,HP,laptop-hp-omnibook-7-14-fr0033tu-c1mn2pa,https://cellphones.com.vn/laptop-hp-omnibook-7-14-fr0033tu-c1mn2pa.html,"Laptop, HP, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, HP Omnibook, HP Omnibook 7",28490000,27490000,27490000,90,True,1,5,"Intel Core Ultra 5 225U (lên đến 4.8 GHz với Công nghệ Intel Turbo Boost, bộ nhớ đệm L3 12 MB, 12 lõi, 14 luồng)",,16GB,512GB,14 inches,1920 x 1200 pixels (WUXGA),"4-cell, 68 Wh Li-ion polymer <br>Bộ đổi nguồn USB Type-C 65 W<br>Hỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút",Windows 11 Home Single Language + Office,,,,,Bluetooth 5.3,31.4 x 22.65 x 1.49 cm (Dài x Rộng x Dày),1.41 kg,Bạc,"Bộ nguồn, máy, sách hdsd",/g/r/group_744_1_105.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_744_1_105.png,"Laptop HP OmniBook 7 14-FR0033TU C1MN2PA; CPU: Intel Core Ultra 5 225U (lên đến 4.8 GHz với Công nghệ Intel Turbo Boost, bộ nhớ đệm L3 12 MB, 12 lõi, 14 luồng); RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 4-cell, 68 Wh Li-ion polymer <br>Bộ đổi nguồn USB Type-C 65 W<br>Hỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút; HDH: Windows 11 Home Single Language + Office; Bluetooth: Bluetooth 5.3; Kich thuoc: 31.4 x 22.65 x 1.49 cm (Dài x Rộng x Dày); Gia: 28,490,000 VND",3.51
126950,Laptop Lenovo V15 G5 IRL 83HF00BRVA,Lenovo,laptop-lenovo-v15-g5-irl-83hf00brva,https://cellphones.com.vn/laptop-lenovo-v15-g5-irl-83hf00brva.html,"Laptop, Lenovo, Laptop Sinh viên, Laptop Văn phòng, Laptop 15.6 inch, Laptop core i5, Lenovo V Series, Lenovo V15",20190000,18590000,18590000,130,True,0,0,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB Intel Smart Cache",,8GB,512GB,15.6 inches,1920 x 1080 pixels (FullHD),"47Wh, 65W USB-C (3-pin)",Tặng kèm Phần mềm Windows 11 Home (Máy nguyên bản FreeOS),,,,,Bluetooth 5.2,359.2 x 235.8 x 18.3 mm (Dài x Rộng x Dày),1.61 kg,Xám,"Bộ nguồn, máy, sách hdsd",/g/r/group_744_1_136.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_744_1_136.png,"Laptop Lenovo V15 G5 IRL 83HF00BRVA; CPU: Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB Intel Smart Cache; RAM: 8GB; Luu tru: 512GB; Man hinh: 15.6 inches; Do phan giai: 1920 x 1080 pixels (FullHD); Pin: 47Wh, 65W USB-C (3-pin); HDH: Tặng kèm Phần mềm Windows 11 Home (Máy nguyên bản FreeOS); Bluetooth: Bluetooth 5.2; Kich thuoc: 359.2 x 235.8 x 18.3 mm (Dài x Rộng x Dày); Gia: 20,190,000 VND",7.92
125714,MacBook Air M5 15 inch 2026 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,Apple,macbook-air-15-m5-10-cpu-10-gpu-16gb-512gb,https://cellphones.com.vn/macbook-air-15-m5-10-cpu-10-gpu-16gb-512gb.html,"Laptop, Mac, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 15.6 inch, Laptop AI, MacBook Air, Macbook Air M5",41990000,0,41990000,47,True,0,0,Chip Apple M5 <br>CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện,,16GB,512GB,15.3 inches,2880 x 1864 pixels,"Pin Li-Po 66,5 watt‑giờ tích hợp<br>Thời gian xem video trực tuyến lên đến 18 giờ<br> Thời gian duyệt web trên mạng không dây lên đến 15 giờ",macOS,,,,,Bluetooth 6,1.15 x  34.04 cm x  23.76 cm (Dày x Rộng x Dài),1.51 kg,"Bạc, Ánh sao, Đêm xanh thẳm, Xanh da trời",MacBook Air <br> Bộ Tiếp Hợp Nguồn <br> Cáp USB-C sang MagSafe 3 (2 m),/m/a/macbook_3__19.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_3__19.png,"MacBook Air M5 15 inch 2026 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam; CPU: Chip Apple M5 <br>CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện; RAM: 16GB; Luu tru: 512GB; Man hinh: 15.3 inches; Do phan giai: 2880 x 1864 pixels; Pin: Pin Li-Po 66,5 watt‑giờ tích hợp<br>Thời gian xem video trực tuyến lên đến 18 giờ<br> Thời gian duyệt web trên mạng không dây lên đến 15 giờ; HDH: macOS; Bluetooth: Bluetooth 6; Kich thuoc: 1.15 x  34.04 cm x  23.76 cm (Dày x Rộng x Dài); Gia: 41,990,000 VND",0.0
123121,Laptop ASUS ZenBook 14 UX3405CA-ST628W,ASUS,laptop-asus-zenbook-14-ux3405ca-st628w,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-st628w.html,"Laptop, ASUS, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, Laptop AI, Zenbook, Laptop Asus AI",31990000,29490000,29490000,68,True,0,0,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)",,16GB,512GB,14 inches,2880 x 1800 pixels,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 Home,,,,,Bluetooth 5.4,31.24 x 22.01 x 1.49 ~ 1.49 cm (Dài x Rộng x Dày),1.20 kg,Xanh,"Bộ nguồn, máy, túi, sách hdsd",/g/r/group_894_2.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_894_2.png,"Laptop ASUS ZenBook 14 UX3405CA-ST628W; CPU: Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng); RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 2880 x 1800 pixels; Pin: 75WHrs, 2S2P, 4-cell Li-ion; HDH: Windows 11 Home; Bluetooth: Bluetooth 5.4; Kich thuoc: 31.24 x 22.01 x 1.49 ~ 1.49 cm (Dài x Rộng x Dày); Gia: 31,990,000 VND",7.81
130250,Laptop Lenovo Legion 5 15AHP11 83Q7001JVN,Lenovo,laptop-lenovo-legion-5-15ahp11-83q7001jvn,https://cellphones.com.vn/laptop-lenovo-legion-5-15ahp11-83q7001jvn.html,"Laptop, Lenovo, Laptop Gaming, Laptop đồ họa, Laptop 15.6 inch, Laptop AI, Gaming, Laptop Lenovo AI, Lenovo Legion",58990000,53990000,53990000,14,True,0,0,"AMD Ryzen 7 250 (8 lõi / 16 luồng, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)",,16GB,512GB,15.1 inches,2560 x 1600 (WQXGA),"80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",RTX 5060,,,,Bluetooth 5.4,344 x 244.5 x 18.95-19.95 mm (Dài x Rộng x Dày),1.87 kg,Đen,"Bộ nguồn, máy, sách hdsd",/t/e/text_d_i_1__4_61.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_1__4_61.png,"Laptop Lenovo Legion 5 15AHP11 83Q7001JVN; CPU: AMD Ryzen 7 250 (8 lõi / 16 luồng, 3.3 / 5.1GHz, 8MB L2 / 16MB L3); RAM: 16GB; Luu tru: 512GB; Man hinh: 15.1 inches; Do phan giai: 2560 x 1600 (WQXGA); Pin: 80Wh, 245W Slim Tip (3-pin); HDH: Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now; Bluetooth: Bluetooth 5.4; Kich thuoc: 344 x 244.5 x 18.95-19.95 mm (Dài x Rộng x Dày); Gia: 58,990,000 VND",8.48
127759,Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001GVN,Lenovo,laptop-lenovo-ideapad-slim-5-14imh10-83v6001gvn,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh10-83v6001gvn.html,"Laptop, Lenovo, Laptop Sinh viên, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, Laptop AI, Ideapad, Laptop Lenovo AI, Lenovo Ideapad Slim 5",24990000,23690000,23690000,0,True,0,0,"Intel Core Ultra 5 135H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.6GHz, 18MB Intel Smart Cache",,16GB,512GB,14 inches,1920 x 1200 pixels (WUXGA),"60Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English",,,,,Bluetooth 5.4,313.4 x 222 x 16.9 mm (Dài x Rộng x Dày),1.39 kg,Xám,"Bộ nguồn, máy, sách hdsd",/g/r/group_894_3.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_894_3.png,"Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001GVN; CPU: Intel Core Ultra 5 135H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.6GHz, 18MB Intel Smart Cache; RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 60Wh, 65W USB-C Slim (2-pin, Wall-mount); HDH: Windows 11 Home Single Language, English; Bluetooth: Bluetooth 5.4; Kich thuoc: 313.4 x 222 x 16.9 mm (Dài x Rộng x Dày); Gia: 24,990,000 VND",5.2
109879,Laptop Acer Gaming Nitro ProPanel ANV15-41-R9M1,Acer,laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1,https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1.html,"Laptop, Acer, Laptop Gaming, Laptop đồ họa, Laptop 15.6 inch, Nitro, Nitro Propanel",30990000,24990000,24990000,29,True,1,4,"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, Base Clock: 3.3 GHz, Max. Boost Clock: Up to 4.55 GHz, 3MB L2 Cache; 16MB L3 Cache)",,16GB,512GB,15.6 inches,1920 x 1080 pixels (FullHD),Pin Li-ion 4 cell 57Whr<br> Bộ đổi nguồn AC 135W,Windows 11 Home Single Language,RTX 3050,,,,Có,362.3 x 239.89 x 23.5 mm (Dài x Rộng x Dày),2.1 kg,Đen,"Bộ nguồn, máy, sách hdsd",/g/r/group_973_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_973_1.png,"Laptop Acer Gaming Nitro ProPanel ANV15-41-R9M1; CPU: AMD Ryzen 5 7535HS (6 lõi / 12 luồng, Base Clock: 3.3 GHz, Max. Boost Clock: Up to 4.55 GHz, 3MB L2 Cache; 16MB L3 Cache); RAM: 16GB; Luu tru: 512GB; Man hinh: 15.6 inches; Do phan giai: 1920 x 1080 pixels (FullHD); Pin: Pin Li-ion 4 cell 57Whr<br> Bộ đổi nguồn AC 135W; HDH: Windows 11 Home Single Language; Bluetooth: Có; Kich thuoc: 362.3 x 239.89 x 23.5 mm (Dài x Rộng x Dày); Gia: 30,990,000 VND",19.36
94083,MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,Apple,macbook-pro-14-inch-m4-16gb-512gb,https://cellphones.com.vn/macbook-pro-14-inch-m4-16gb-512gb.html,"Root, Laptop, Mac, Laptop đồ họa, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, MacBook Pro, Macbook M4, Macbook Pro M4",39990000,38590000,38590000,0,True,8,5,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,,16GB,512GB,14.2 inches,3024 x 1964 pixels ,Pin Li-Po 72.4 watt-giờ<br> Thời gian xem video trực tuyến lên đến 24 giờ<br> Thời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,,,,,Bluetooth 5.3,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.55 kg,"Bạc, Đen",MacBook Pro <br> Bộ Tiếp Hợp Nguồn USB‑C<br> Cáp USB‑C sang MagSafe 3 (2 m),/m/a/macbook_4__7.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_4__7.png,"MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam; CPU: Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện; RAM: 16GB; Luu tru: 512GB; Man hinh: 14.2 inches; Do phan giai: 3024 x 1964 pixels ; Pin: Pin Li-Po 72.4 watt-giờ<br> Thời gian xem video trực tuyến lên đến 24 giờ<br> Thời gian duyệt web trên mạng không dây lên đến 16 giờ; HDH: macOS; Bluetooth: Bluetooth 5.3; Kich thuoc: Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm; Can nang: 3032.0000; Gia: 39,990,000 VND",3.5
93958,Mac mini M4 2024 10CPU 10GPU 16GB 256GB | Chính hãng Apple Việt Nam,Apple,mac-mini-m4-2024-16gb-256gb,https://cellphones.com.vn/mac-mini-m4-2024-16gb-256gb.html,"Root, Laptop, Mac, Mac mini",21990000,0,21990000,0,True,11,5,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện<br>Neural Engine 16 lõi,,16GB,256GB,,,,macOS,,,,,Bluetooth 5.3,Cao: 5.0 cm x Rộng: 12.7 cm x Dài: 12.7 cm,0.67 kg,Bạc,Mac mini <br>Dây nguồn (1.8m),/m/a/macbook_7_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_7_1.png,"Mac mini M4 2024 10CPU 10GPU 16GB 256GB | Chính hãng Apple Việt Nam; CPU: Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện<br>Neural Engine 16 lõi; RAM: 16GB; Luu tru: 256GB; HDH: macOS; Bluetooth: Bluetooth 5.3; Kich thuoc: Cao: 5.0 cm x Rộng: 12.7 cm x Dài: 12.7 cm; Can nang: 8958.0000; Gia: 21,990,000 VND",0.0
118856,Laptop HP 15-FD1289TU C2CV8PA,HP,laptop-hp-15-fd1289tu-c2cv8pa,https://cellphones.com.vn/laptop-hp-15-fd1289tu-c2cv8pa.html,"Laptop, HP, Laptop Sinh viên, Laptop Văn phòng, Laptop 15.6 inch, Laptop AI, HP Compaq",24990000,23890000,23890000,226,True,0,0,"Intel Core Ultra 7 155H (up to 4.8 GHz with Intel Turbo Boost Technology, 24 MB L3 cache,16 lõi, 22 luồng)",,16GB,512GB,15.6 inches,1920 x 1080 pixels (FullHD),"3-cell, 41 Wh Li-ion polymer<br>Hỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút",Windows 11 Home Single Language,,,,,Bluetooth 5.4,35.98 x 23.6 x 1.86 cm (Dài x Rộng x Dày),1.65 kg,Bạc,"Bộ nguồn, máy, sách hdsd",/g/r/group_744_1_96.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_744_1_96.png,"Laptop HP 15-FD1289TU C2CV8PA; CPU: Intel Core Ultra 7 155H (up to 4.8 GHz with Intel Turbo Boost Technology, 24 MB L3 cache,16 lõi, 22 luồng); RAM: 16GB; Luu tru: 512GB; Man hinh: 15.6 inches; Do phan giai: 1920 x 1080 pixels (FullHD); Pin: 3-cell, 41 Wh Li-ion polymer<br>Hỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút; HDH: Windows 11 Home Single Language; Bluetooth: Bluetooth 5.4; Kich thuoc: 35.98 x 23.6 x 1.86 cm (Dài x Rộng x Dày); Gia: 24,990,000 VND",4.4
101152,Laptop ASUS Zenbook A14 UX3407QA-QD299WS,ASUS,laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus,https://cellphones.com.vn/laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus.html,"Laptop, ASUS, Laptop Sinh viên, Laptop đồ họa, Laptop mỏng nhẹ, Laptop Văn phòng, Laptop 14 inch, Laptop AI, Zenbook, Laptop Asus AI, Laptop Copilot+ PC",31990000,28490000,28490000,36,True,0,0,"Snapdragon X  X1 26 100 (30MB Cache, up to 2.97GHz,  8 lõi, 8 luồng)",,16GB,512GB,14 inches,1920 x 1200 pixels (WUXGA),"70WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,,,,,Bluetooth 5.3,31.07 x 21.39 x 1.34 ~ 1.59 cm (Dài x Rộng x Dày),0.98 kg,Be,"Bộ nguồn, máy, túi, sách hdsd",/t/e/text_ng_n_14__8_5.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_14__8_5.png,"Laptop ASUS Zenbook A14 UX3407QA-QD299WS; CPU: Snapdragon X  X1 26 100 (30MB Cache, up to 2.97GHz,  8 lõi, 8 luồng); RAM: 16GB; Luu tru: 512GB; Man hinh: 14 inches; Do phan giai: 1920 x 1200 pixels (WUXGA); Pin: 70WHrs, 3S1P, 3-cell Li-ion; HDH: Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic; Bluetooth: Bluetooth 5.3; Kich thuoc: 31.07 x 21.39 x 1.34 ~ 1.59 cm (Dài x Rộng x Dày); Gia: 31,990,000 VND",10.94
130729,Laptop Lenovo Yoga Pro 7 15IPH11 83SN000BVN,Lenovo,laptop-lenovo-yoga-pro-7-15iph11-83sn000bvn,https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-15iph11-83sn000bvn.html,"Laptop, Lenovo, Laptop Gaming, Laptop đồ họa, Laptop 15.6 inch, Laptop AI, Gaming, Yoga, Laptop Lenovo AI, Laptop Copilot+ PC",77990000,0,77990000,3,True,0,0,"Intel Core Ultra 7 356H, 16 lõi (4P + 8E + 4LPE) / 16 luồng, Max Turbo up to 4.7GHz, 18MB Intel Smart Cache",,32GB,1TB,15.3 inches,2560 x 1600 (WQXGA),"84Wh, 140W USB-C Slim (3-pin)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now",RTX 5050,,,,Bluetooth  5.4,347 x 242 x 16.7 mm (Dài x Rộng x Dày),1.59 kg,Xám,"Bộ nguồn, máy, sách hdsd",/t/e/text_d_i_9_11.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_9_11.png,"Laptop Lenovo Yoga Pro 7 15IPH11 83SN000BVN; CPU: Intel Core Ultra 7 356H, 16 lõi (4P + 8E + 4LPE) / 16 luồng, Max Turbo up to 4.7GHz, 18MB Intel Smart Cache; RAM: 32GB; Luu tru: 1TB; Man hinh: 15.3 inches; Do phan giai: 2560 x 1600 (WQXGA); Pin: 84Wh, 140W USB-C Slim (3-pin); HDH: Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now; Bluetooth: Bluetooth  5.4; Kich thuoc: 347 x 242 x 16.7 mm (Dài x Rộng x Dày); Gia: 77,990,000 VND",0.0
