parent_id,parent_name,product_id,name,sku,color,price,special_price,final_price,discount_percent,stock,thumbnail,image_url
120157,OPPO A6 Pro 8GB 128GB,120165,OPPO A6 Pro 8GB 128GB-Xanh dương,OPP-A6-PRO-8GB-128GB-XD,Xanh dương,8290000,0,8290000,0.0,0,/o/p/oppo-a6-pro-2.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a6-pro-2.jpg
65919,Samsung Galaxy Z Fold 6 12GB 256GB,85767,Samsung Galaxy Z Fold6 12GB 256GB-Xám,SAM-Z-FOLD6-FF956-5G-256GB-XA,Xám,43990000,29990000,29990000,31.83,59,/s/a/samsung-galaxy-z-fold-6-1.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6-1.jpg
65919,Samsung Galaxy Z Fold 6 12GB 256GB,85768,Samsung Galaxy Z Fold6 12GB 256GB-Hồng,SAM-Z-FOLD6-FF956-5G-256GB-HO,Hồng,43990000,29990000,29990000,31.83,1,/s/a/samsung-galaxy-z-fold-6-2.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6-2.jpg
65919,Samsung Galaxy Z Fold 6 12GB 256GB,85769,Samsung Galaxy Z Fold6 12GB 256GB-Xanh dương,SAM-Z-FOLD6-FF956-5G-256GB-XD,Xanh dương,43990000,29990000,29990000,31.83,50,/s/a/samsung-galaxy-z-fold-6_1.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6_1.jpg
65919,Samsung Galaxy Z Fold 6 12GB 256GB,95795,Samsung Galaxy Z Fold6 12GB 256GB - Trắng,SAM-Z-FOLD6-F956-5G-256GB-TR,Trắng,43990000,29990000,29990000,31.83,0,/s/a/samsung-galaxy-z-fold-6-3.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6-3.jpg
65919,Samsung Galaxy Z Fold 6 12GB 256GB,95796,Samsung Galaxy Z Fold6 12GB 256GB - Đen,SAM-Z-FOLD6-FF956-5G-256GB-DN,Đen,43990000,29990000,29990000,31.83,0,/s/a/samsung-galaxy-z-fold-6-den_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6-den_1.png
96376,Xiaomi Redmi 15C 4GB 128GB NFC,116098,Xiaomi Redmi 15C 4GB 128GB NFC-Cam,XIA-RED15C-4GB-128GB-CA,Cam,4690000,4190000,4190000,10.66,66,/f/r/frame_427320357_1_2.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_427320357_1_2.png
96376,Xiaomi Redmi 15C 4GB 128GB NFC,116099,Xiaomi Redmi 15C 4GB 128GB NFC-Đen,XIA-RED15C-4GB-128GB-DN,Đen,4690000,4190000,4190000,10.66,30,/d/i/dien-thoai-xiaomi-redmi-15c-40_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-15c-40_1.png
111494,HONOR X9c 5G 12GB 256GB ,111748,Điện thoại Honor X9C 5G 12GB 256GB -Đen,HONOR-X9C-5G-12GB-256GB-DN,Đen,9320000,7290000,7290000,21.78,0,/h/o/honor-x9c-5g.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/o/honor-x9c-5g.jpg
111494,HONOR X9c 5G 12GB 256GB ,111749,Điện thoại Honor X9C 5G 12GB 256GB -Tím,HONOR-X9C-5G-12GB-256GB-TI,Tím,9320000,7290000,7290000,21.78,0,/h/o/honor-x9c-5g-1.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/o/honor-x9c-5g-1.jpg
121460,OPPO A6t 4GB 128GB,121462,OPPO A6t 4GB 128GB-Tím,OPPO-A6t-4GB-128GB-TI,Tím,5990000,0,5990000,0.0,114,/o/p/oppo-a6t-9_1_2.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a6t-9_1_2.jpg
121460,OPPO A6t 4GB 128GB,121464,OPPO A6t 4GB 128GB-Xanh dương,OPPO-A6t-4GB-128GB-XD,Xanh dương,5990000,0,5990000,0.0,119,/o/p/oppo-a6t_1_2.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a6t_1_2.jpg
132827,OPPO A6c 4GB 128GB,133006,OPPO A6c 4GB 128GB-Nâu,OPPO-A6C-4GB-128GB-NA,Nâu,5690000,5540000,5540000,2.64,342,/d/i/dien-thoai-oppo-a6c-8_3.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-a6c-8_3.jpg
